Zip,ICS,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
91355,531210,2007,72,9,1.0,0,9,1,1,3,1,2006,49190,0,0,25000,12500
90065,532291,2007,84,24,1.0,0,24,0,1,1,1,2007,385024,0,0,150000,75000
95377,531210,2007,240,65,1.0,35,65,1,1,0,1,2007,1620000,0,0,1620000,1620000
90230,531312,2007,59,8,1.0,4,8,1,2,1,1,2006,158329,1,46135,50000,25000
95131,531210,2007,63,10,1.0,0,10,0,1,1,1,2007,70000,1,50000,50000,25000
91744,531210,2007,48,2,1.0,1,3,0,1,1,1,2007,64391,1,21412,30000,15000
95035,531210,2007,69,10,1.0,0,10,0,1,1,1,2007,189000,1,100000,100000,50000
94118,531210,2007,240,2,1.0,2,0,1,1,0,1,2007,883000,0,0,883000,883000
95125,531210,2007,240,7,1.0,20,0,1,1,0,1,2007,848000,0,0,848000,848000
91729,531210,2007,51,6,1.0,0,6,1,2,1,1,2006,63780,1,24567,30000,15000
95823,531312,2007,235,1,1.0,0,1,1,1,0,1,2006,1060000,1,642404,1060000,795000
90007,531210,2007,59,8,1.0,0,8,0,1,2,1,2007,135151,1,98151,100000,50000
90242,531210,2007,84,8,1.0,0,8,0,1,1,1,2007,35000,0,0,35000,17500
92647,532230,2007,120,2,1.0,0,2,0,1,2,1,2007,7500,0,0,7500,6375
92595,532230,2007,21,2,1.0,2,2,1,1,1,1,2006,25035,1,24842,25000,12500
90703,531210,2007,62,3,1.0,3,3,37481,2,1,1,2006,63104,1,29574,30000,15000
90044,532230,1999,300,7,2.0,0,0,1,0,2,1,1999,124000,0,0,124000,93000
94511,531210,2007,84,1,1.0,0,1,0,1,2,1,2007,15000,0,0,15000,7500
92694,531210,2007,20,42,1.0,0,42,0,1,1,1,2007,146560,1,50000,50000,25000
92701,531210,2007,240,1,1.0,11,0,1,1,0,1,2007,544000,0,0,544000,544000
92065,532412,2007,22,2,1.0,0,2,0,1,2,1,2007,50000,1,17768,50000,25000
92618,531210,2007,240,10,1.0,7,10,1,1,0,1,2007,248000,0,0,248000,248000
92618,531210,2007,240,10,1.0,7,10,1,1,0,1,2007,322000,0,0,322000,322000
91355,531210,2007,54,6,1.0,2,6,1,1,1,1,2006,62145,1,34407,35000,17500
93510,532120,2007,69,1,2.0,0,1,0,1,1,1,2007,27187,1,11386,15000,7500
95966,531210,2007,84,1,1.0,0,1,0,1,1,1,2007,64900,0,0,50000,25000
94533,531390,2007,84,10,1.0,0,10,0,1,2,1,2007,44700,0,0,30000,15000
94526,531210,1999,84,1,1.0,2,1,1,0,0,1,1999,21200,0,0,40000,20000
93001,531210,2007,70,3,1.0,0,3,1,1,1,1,2007,19000,1,9920,10000,5000
91423,531390,2007,84,2,1.0,0,2,1,1,1,1,2006,85128,0,0,35000,17500
91786,531210,2007,73,2,1.0,0,2,1,2,1,1,2006,32914,1,28579,30000,15000
93923,531390,2007,84,2,2.0,1,3,0,1,1,1,2007,25500,0,0,15000,7500
90020,532230,2007,46,2,1.0,0,2,0,1,1,1,2008,52500,1,34406,35000,17500
90723,532412,2007,18,11,1.0,1,12,1,2,1,1,2007,104304,1,27550,50000,25000
92123,531320,2007,32,6,1.0,0,6,1,1,1,1,2006,139952,1,45099,50000,25000
95828,531210,2007,84,1,1.0,1,1,0,1,2,1,2007,15000,0,0,15000,7500
94607,531210,2007,73,1,1.0,0,1,0,1,1,1,2007,10000,1,9519,10000,8500
91917,532490,2007,5,2,1.0,0,2,1,1,1,1,2007,88974,1,17798,55000,27500
95307,531210,2007,240,2,1.0,4,0,1,1,0,1,2007,157000,0,0,157000,157000
90731,532230,2007,52,5,1.0,1,1,0,1,2,1,2007,25000,1,18011,25000,21250
90405,531210,2007,84,1,1.0,0,1,1,1,1,1,2006,51918,0,0,10000,5000
94804,531210,2007,30,1,1.0,0,1,0,1,1,1,2007,71000,1,21529,35000,17500
94568,531210,2007,32,1,1.0,0,1,1,1,1,1,2007,25706,1,9492,10000,5000
92121,531390,2007,240,15,1.0,8,0,1,1,0,1,2007,1124000,0,0,1124000,1124000
90069,531210,2007,70,1,1.0,0,1,0,1,1,1,2007,65000,1,35000,35000,17500
94606,531390,2007,73,7,1.0,1,7,0,1,1,1,2007,82500,1,75000,75000,37500
92399,531320,2007,73,1,1.0,1,1,0,1,2,1,2007,35000,1,33196,35000,17500
91607,531311,2007,57,3,1.0,0,3,0,1,2,1,2007,77513,1,36426,37000,18500
93455,531320,2007,84,5,1.0,1,5,0,1,2,1,2007,100000,0,0,100000,50000
95358,532490,2007,27,5,1.0,0,5,1,1,1,1,2006,135600,1,47443,50000,25000
94110,532310,2007,240,40,1.0,8,0,1,1,0,1,2007,1029000,0,0,1029000,1029000
92335,531210,2007,71,6,1.0,0,6,0,1,1,1,2007,100000,1,100000,100000,50000
93277,532111,2007,43,1,2.0,2,3,0,2,1,1,2007,150000,1,126545,150000,127500
93536,531210,2007,70,8,1.0,3,8,0,1,1,1,2007,70761,1,33071,35000,17500
91206,531210,2007,39,3,2.0,2,3,0,1,2,1,2007,10000,1,6232,10000,8500
95678,531210,2007,240,4,1.0,19,0,1,1,0,1,2007,798000,0,0,798000,798000
93536,531210,2007,84,7,1.0,0,7,0,1,2,1,2007,37500,0,0,40000,20000
92108,531390,2007,107,28,1.0,0,28,0,1,2,1,2007,12500,1,12122,12500,10625
91739,532411,2007,61,56,1.0,0,56,1,1,1,1,2007,70218,1,34332,35000,17500
92117,531210,2007,240,5,1.0,3,0,1,1,0,1,2007,409000,0,0,409000,409000
92121,533110,2007,41,13,1.0,0,13,41298,1,0,1,2007,550000,1,376534,550000,412500
91405,531210,2007,59,1,2.0,10,10,0,1,2,1,2007,10000,1,8283,10000,8500
92880,531210,2007,66,1,1.0,3,1,1,1,1,1,2007,65200,1,27950,28000,14000
94901,532111,2007,27,6,1.0,1,6,1,1,1,1,2007,101827,1,5161,50000,25000
90505,531390,2007,240,20,1.0,3,20,1,1,0,1,2007,1491000,0,0,1491000,1491000
90057,531210,2007,48,4,2.0,0,4,0,1,1,1,2007,19900,1,6600,14000,7000
92128,531210,2007,70,15,2.0,4,19,0,1,1,1,2007,52103,1,34305,35000,17500
90048,532490,1999,120,10,1.0,0,0,1,0,0,1,1999,250000,0,0,250000,187500
91941,531210,2007,38,2,1.0,0,2,1,1,1,1,2007,94836,1,29538,30000,15000
95961,532230,1999,300,4,1.0,0,0,1,0,2,1,1999,150800,0,0,150800,113100
92844,531210,2007,41,4,1.0,0,4,0,1,1,1,2007,72500,1,32000,35000,17500
94133,531210,2007,41,1,1.0,0,1,0,1,1,1,2007,38000,1,19660,20000,10000
90020,531311,2007,59,7,2.0,1,1,0,1,2,1,2007,10000,1,8165,10000,8500
90248,532299,2007,24,6,1.0,2,6,1,1,1,1,2007,100000,0,0,100000,50000
92108,531210,2007,63,8,1.0,0,8,0,1,2,1,2007,35000,1,35000,35000,17500
90807,531210,2007,240,40,1.0,60,0,1,1,0,1,2007,597000,0,0,597000,597000
90010,531320,2007,57,0,1.0,0,0,0,1,2,1,2007,20000,1,16437,20000,17000
92590,531210,2007,63,5,1.0,1,5,0,1,1,1,2007,127023,1,37750,50000,25000
91302,531210,2007,84,2,1.0,0,2,0,1,1,1,2007,45000,0,0,45000,22500
95020,531210,2007,74,2,2.0,2,4,0,1,1,1,2007,39000,1,38978,39000,19500
96161,531210,2007,84,1,1.0,0,1,0,2,1,1,2007,161873,0,0,30000,15000
94806,531210,2007,240,1,1.0,3,0,15710,1,0,1,2008,648000,0,0,773000,773000
94539,531210,2007,84,1,1.0,0,1,0,1,2,1,2007,35000,0,0,35000,29750
93010,531210,2007,72,7,1.0,5,7,0,1,2,1,2007,100000,1,94526,100000,50000
91205,531120,2007,300,2,1.0,0,2,0,1,2,1,2007,1400000,0,0,1400000,1050000
94565,531311,2007,66,1,1.0,0,1,0,1,3,1,2007,50000,1,50000,50000,25000
95051,531210,2007,84,6,1.0,0,6,0,1,1,1,2007,29672,0,0,15000,7500
92844,532230,2007,66,0,1.0,0,0,0,1,2,1,2007,25000,1,22499,25000,21250
91203,531210,2007,57,8,1.0,0,8,0,1,1,1,2007,52300,1,24998,25000,12500
95648,531210,2007,70,4,1.0,2,4,0,1,1,1,2007,64494,1,27686,35000,17500
95490,531311,2007,36,2,1.0,0,2,1,2,0,1,2007,20000,0,0,20000,10000
91784,531320,2007,46,1,1.0,0,1,1,2,1,1,2007,83916,1,37419,37500,18750
95127,532230,2007,54,2,2.0,0,2,0,1,2,1,2007,35000,1,25968,35000,29750
94526,531210,2007,84,2,1.0,2,2,1,1,1,1,2007,86967,0,0,47000,23500
92618,531390,2007,240,3,1.0,2,3,1,1,0,1,2007,310000,0,0,310000,310000
94587,531390,2007,53,4,1.0,1,5,0,1,1,1,2007,109550,1,35018,50000,25000
94550,531210,2007,84,1,1.0,0,1,1,1,1,1,2007,49320,0,0,25000,12500
92672,531210,2007,64,1,1.0,0,1,0,1,2,1,2007,35000,1,35000,35000,17500
92056,531210,2007,240,70,1.0,10,70,1,1,0,1,2008,641000,0,0,641000,641000
90018,532120,2007,64,4,1.0,3,4,0,1,2,1,2007,35000,1,33952,35000,29750
92807,531210,2007,109,3,1.0,2,3,0,1,2,1,2007,10000,1,9729,10000,8500
91711,531210,2007,42,1,1.0,1,1,1,1,0,1,2007,100000,1,80011,100000,50000
90274,531390,2007,12,1,2.0,1,1,1,1,1,1,2007,200000,0,0,200000,100000
90241,531210,2007,84,4,1.0,2,4,1,2,1,1,2007,55077,0,0,50000,25000
91910,531390,2007,62,5,1.0,0,5,0,1,1,1,2007,39584,1,19836,20000,10000
94595,531311,2007,66,1,1.0,0,1,1,1,1,1,2007,55000,1,47408,55000,27500
90046,531390,2007,84,2,1.0,2,2,1,2,1,1,2007,43753,0,0,25000,12500
92805,531210,2007,84,1,2.0,0,1,1,1,1,1,2007,17487,0,0,10000,5000
92880,531210,2007,37,2,1.0,0,2,0,1,1,1,2007,62500,1,26996,29000,14500
92056,531311,2007,84,2,1.0,0,2,0,1,1,1,2008,25000,0,0,25000,12500
91311,531210,2007,95,13,1.0,6,7,69149,1,2,1,2007,132000,1,129401,132000,112200
92801,532111,2007,24,2,1.0,0,2,1,1,0,1,2007,10000,0,0,10000,5000
92530,531210,2007,74,4,1.0,2,6,0,1,1,1,2007,28010,1,14835,15000,7500
92840,531311,2007,36,5,2.0,0,5,0,1,2,1,2007,41905,1,33831,40000,20000
90029,531210,2007,47,1,1.0,0,1,0,1,1,1,2008,37500,1,24569,25000,12500
92562,531390,2007,240,9,1.0,4,0,1,1,0,1,2008,761000,0,0,761000,761000
91914,531210,2007,240,1,1.0,3,0,1,1,0,1,2007,231000,0,0,231000,231000
93060,531311,2007,53,2,1.0,1,3,0,1,1,1,2007,59667,1,24988,25000,12500
91701,531390,2007,55,3,2.0,2,3,1,2,1,1,2007,153897,1,45000,45000,22500
90745,532230,2007,61,0,1.0,0,0,0,1,1,1,2007,128478,1,49077,50000,25000
95020,531210,2007,168,2,1.0,2,4,1,1,0,1,2007,320500,0,0,320500,240375
91331,532230,2007,67,7,1.0,0,7,0,1,1,1,2007,103059,1,48707,50000,25000
90802,531390,2007,0,3,1.0,0,3,1,1,0,1,2007,20000,1,10421,20000,10000
92014,531311,2007,78,3,1.0,0,3,0,1,3,1,2007,50000,1,50000,50000,25000
90066,531390,2007,84,2,1.0,2,2,1,1,1,1,2008,50000,0,0,50000,25000
92129,531210,2007,64,2,1.0,0,2,1,1,1,1,2007,49773,1,24995,25000,12500
92866,532292,2007,72,2,2.0,0,2,1,1,0,1,2007,49753,1,49753,50000,25000
92037,531210,2007,57,2,2.0,1,3,0,1,1,1,2007,88911,1,39615,40000,20000
92008,531120,2007,72,1,1.0,0,1,1,1,1,1,2007,69000,1,67000,67000,33500
91746,531210,2007,84,1,1.0,0,1,1,2,1,1,2007,36317,0,0,27000,13500
90010,531320,2007,62,0,1.0,0,0,0,1,2,1,2007,35000,1,29275,35000,29750
90240,531210,2007,35,4,1.0,4,4,1,2,1,1,2007,60963,1,17702,25000,12500
92084,532412,2007,31,3,1.0,0,3,0,1,1,1,2008,78191,1,28509,45000,22500
91910,532210,2007,240,25,1.0,8,0,18160,1,0,1,2007,529000,0,0,529000,529000
92122,531110,2007,68,5,1.0,0,5,1,1,1,1,2007,69197,1,38975,40000,20000
92117,531210,2007,72,1,1.0,0,1,0,1,1,1,2007,70000,1,34133,35000,17500
94538,531210,2007,84,1,1.0,0,1,0,1,1,1,2007,67011,0,0,50000,25000
95220,532412,2007,92,12,1.0,0,12,1,1,0,1,2007,700000,1,498800,700000,525000
92129,531210,2007,84,2,1.0,0,2,0,1,1,1,2007,110010,0,0,36000,18000
92121,531311,2007,62,3,1.0,0,3,0,1,1,1,2007,40739,1,24550,25000,12500
94804,531210,2007,44,4,1.0,0,4,1,1,0,1,2007,98333,1,98333,100000,50000
93063,531210,2007,61,6,1.0,0,6,0,1,1,1,2007,24666,1,16332,16500,8250
95370,532299,2007,84,3,1.0,0,3,1,1,2,1,2007,41471,0,0,25000,12500
95926,531311,2007,84,1,1.0,0,1,0,1,1,1,2008,61401,0,0,50000,25000
92868,531210,2007,240,17,1.0,5,0,1,1,0,1,2007,720000,0,0,720000,720000
92021,532299,2007,78,1,2.0,0,1,0,1,2,1,2007,40000,1,31764,40000,34000
94533,532111,2007,73,10,1.0,0,10,0,1,2,1,2007,2000000,1,1509550,2000000,1500000
94925,532230,2007,80,2,1.0,0,2,1,1,0,1,2007,200000,0,0,200000,150000
90807,531312,2007,35,1,1.0,0,1,1,2,1,1,2007,65722,1,21664,25000,12500
92130,531210,2007,84,2,1.0,2,2,1,1,1,1,2007,18238,0,0,10000,5000
91730,531390,2007,66,8,1.0,8,8,0,1,2,1,2007,100000,1,100000,100000,50000
91748,531210,2007,84,2,1.0,1,2,1,1,1,1,2007,115000,0,0,100000,50000
94080,532299,2007,85,11,1.0,2,11,1,1,0,1,2007,100000,0,0,100000,85000
93905,531210,2007,57,1,2.0,0,1,0,1,1,1,2007,7500,1,5000,5000,2500
93905,531390,2007,84,1,2.0,0,1,0,1,1,1,2007,7500,1,5000,5000,2500
91344,531390,2007,59,4,1.0,0,4,0,1,2,1,2007,195000,1,100000,100000,50000
94544,531190,2007,84,1,1.0,0,1,1,1,1,1,2007,48350,0,0,26000,13000
92126,531210,2007,55,10,1.0,3,10,1,2,1,1,2007,72175,1,16619,30000,15000
91730,531120,2007,276,3,1.0,0,3,1,1,0,1,2007,1944300,1,1058672,1944300,1458225
91784,532210,2007,120,3,1.0,0,3,1,1,0,1,2007,450000,0,0,450000,337500
92111,531120,2007,54,1,1.0,0,1,1,1,1,1,2007,69500,1,43000,45000,22500
95010,531210,1999,120,7,1.0,0,6,1,0,0,1,1999,216000,0,0,216000,162000
90045,531210,2007,51,5,1.0,0,5,0,1,1,1,2007,52500,1,35000,35000,17500
95113,531390,2007,57,1,1.0,0,1,1,1,1,1,2007,42925,1,24850,25000,12500
92101,531311,2007,120,2,2.0,0,2,0,1,2,1,2007,148000,0,0,148000,125800
93401,531210,2007,46,1,1.0,1,1,1,2,1,1,2007,98180,1,49395,50000,25000
90010,531210,2008,45,0,2.0,0,0,0,1,2,1,2007,10000,1,7209,10000,8500
91364,531390,2008,84,2,1.0,0,2,0,1,1,1,2007,70000,0,0,50000,25000
93551,531390,2008,37,1,1.0,0,1,0,1,1,1,2007,14805,1,8772,10000,5000
92069,532111,1999,300,2,1.0,0,2,1,0,0,1,1999,108000,0,0,108000,81000
90230,531210,2008,63,3,1.0,1,4,0,1,2,1,2007,15000,1,12996,15000,12750
94087,532310,2007,240,3,1.0,2,0,1,1,0,1,2007,1093000,0,0,1093000,1093000
94602,531210,2007,84,6,1.0,4,6,1,2,1,1,2007,125155,0,0,45000,22500
95008,531210,2008,58,5,1.0,0,5,0,1,1,1,2007,124060,1,49592,50000,25000
93030,531210,2008,67,2,1.0,0,2,0,1,2,1,2007,35000,1,28276,35000,17500
93706,532120,1999,240,15,1.0,5,0,1,0,2,1,1999,414000,0,0,446000,446000
91744,531210,2008,53,2,1.0,1,2,0,1,1,1,2007,68791,1,22174,25000,12500
90006,532220,2007,42,8,1.0,0,8,1,1,1,1,2007,14662,1,9950,10000,5000
91910,531390,2007,68,1,1.0,0,1,1,1,1,1,2007,61427,1,29156,30000,15000
95340,531210,2007,85,1,2.0,1,1,1,1,0,1,2007,277000,0,0,277000,207750
91750,531210,2008,99,1,1.0,1,1,0,1,2,1,2007,50000,1,46930,50000,42500
90006,532220,2007,0,8,1.0,0,8,1,1,1,1,2007,90000,1,89313,90000,45000
92530,531320,2007,66,1,1.0,1,1,1,1,1,1,2007,56829,1,27750,30000,15000
92405,531210,2008,88,5,2.0,1,5,0,1,2,1,2007,25000,1,22759,25000,21250
91344,531210,2007,84,3,1.0,0,3,37481,1,1,1,2007,25000,0,0,25000,12500
91789,531210,2008,84,6,1.0,0,6,0,1,1,1,2007,12350,0,0,5000,2500
91730,531390,2007,36,17,1.0,0,17,1,1,0,1,2007,50000,0,0,50000,42500
91913,531120,2007,283,1,1.0,0,1,1,1,0,1,2007,373100,1,205967,373100,279825
92065,532412,2007,240,42,1.0,18,0,1,2,0,1,2007,585000,0,0,585000,585000
91101,531320,2008,84,1,2.0,1,1,0,1,2,1,2007,20000,0,0,20000,10000
93534,531210,2007,240,113,1.0,8,0,1,1,0,1,2009,1025000,0,0,1025000,1025000
94610,531311,2007,84,32,1.0,0,32,1,1,1,1,2007,89026,0,0,50000,25000
90620,531390,2008,37,1,2.0,0,1,0,1,1,1,2008,111425,1,35566,37000,18500
90048,531190,2007,84,3,1.0,0,3,1,1,1,1,2007,46543,0,0,40000,20000
90048,531210,2007,58,2,1.0,4,2,1,1,1,1,2007,109948,1,49965,50000,25000
90745,531210,2008,64,2,1.0,0,2,0,1,1,1,2007,88851,1,34173,35000,17500
92592,531320,2007,9,2,1.0,2,2,1,1,1,1,2007,92803,1,49803,50000,25000
91306,531210,2008,67,8,2.0,0,8,0,1,1,1,2007,24972,1,14999,15000,7500
94509,531311,2007,30,6,2.0,6,6,1,1,1,1,2007,146462,1,59743,60000,30000
90048,531210,2007,34,1,1.0,2,1,1,1,1,1,2007,105000,1,42787,50000,25000
90004,531110,2007,84,1,1.0,0,1,1,1,1,1,2008,27000,0,0,27000,13500
90045,532111,1999,84,3,1.0,2,5,1,0,0,1,1999,10000,0,0,10000,5000
94541,532230,2007,84,5,1.0,0,5,1,1,1,1,2007,45061,0,0,20000,10000
91773,531320,2008,54,17,1.0,0,17,0,1,1,1,2007,121210,1,37875,50000,25000
91763,531390,2008,57,2,1.0,0,2,0,1,1,1,2007,6861,1,2415,5000,2500
92807,531320,2008,64,1,1.0,0,0,0,1,1,1,2007,19260,1,10000,20000,10000
91344,532230,2007,34,2,1.0,2,2,1,1,0,1,2007,156000,1,105173,156000,78000
90803,531390,2008,36,1,1.0,0,1,0,1,1,1,2008,17000,1,12562,17000,8500
92240,531210,2008,60,1,1.0,0,1,0,1,1,1,2007,132578,1,44942,50000,25000
95112,531210,2008,109,3,1.0,4,3,0,1,2,1,2007,12500,0,12055,12500,10625
95123,531311,2008,84,1,2.0,0,0,0,1,1,1,2009,15000,0,0,15000,7500
92126,531210,2007,56,6,1.0,0,0,1,1,1,1,2007,22215,1,9948,10000,5000
90001,532210,2008,64,4,1.0,0,4,0,1,2,1,2007,47000,1,30000,30000,15000
90201,532230,1999,108,1,1.0,1,1,1,0,0,1,1999,50000,0,0,50000,40000
93551,531210,2007,259,22,1.0,6,22,1,1,0,1,2007,542200,1,348248,542200,406650
91768,531390,2007,240,4,2.0,2,0,1,1,0,1,2007,425000,0,0,425000,425000
91504,532310,2008,84,5,2.0,0,5,0,1,1,1,2009,150000,0,0,150000,75000
94505,531210,2008,65,1,1.0,0,1,0,1,2,1,2007,50000,1,45867,50000,25000
94566,531210,2008,55,4,1.0,0,4,0,1,3,1,2007,52500,1,35000,35000,17500
94618,532230,1999,240,6,1.0,10,16,1,0,2,1,2000,394000,0,0,394000,394000
94030,531210,2008,59,12,1.0,0,12,0,1,1,1,2007,195266,1,98005,100000,50000
91311,531390,2008,62,1,1.0,0,1,0,1,1,1,2007,55619,1,36988,37000,18500
92683,532292,2008,3,8,1.0,0,8,0,1,1,1,2007,79800,1,49809,50000,25000
92683,532292,2008,84,8,1.0,0,8,0,1,1,1,2009,10121,0,0,10000,5000
91605,532490,1999,120,12,1.0,0,12,1,0,0,1,1999,300000,0,0,300000,89031
92139,531210,2007,60,8,1.0,7,8,1,1,1,1,2007,90325,1,34567,35000,17500
93291,531210,2007,52,2,1.0,0,0,1,1,1,1,2007,30771,1,14840,15000,7500
94550,531210,1999,240,3,1.0,8,0,68060,0,2,1,1999,245000,0,0,245000,245000
92115,531210,2007,60,3,1.0,0,3,1,1,0,1,2007,20000,0,0,20000,10000
92630,531390,2008,69,1,1.0,0,1,0,2,1,1,2007,68500,1,49077,50000,25000
92324,531120,2007,120,24,1.0,0,24,1,1,0,1,2007,866900,0,0,866900,650175
90018,531311,2008,59,1,1.0,0,0,0,1,2,1,2007,25000,1,20465,25000,21250
92103,531210,2008,84,1,1.0,1,2,0,1,1,1,2007,10000,0,0,10000,5000
95112,531210,2008,84,2,1.0,0,2,0,1,1,1,2007,50000,0,0,50000,25000
91744,532120,1999,300,10,1.0,0,10,1,0,0,1,1999,315000,0,0,315000,236250
92653,531110,2007,54,12,1.0,12,12,1,1,1,1,2007,66881,1,26059,35000,17500
91107,531210,2008,16,2,1.0,0,0,0,1,1,1,2008,37260,1,4997,25000,12500
91941,531311,2007,51,1,1.0,0,1,1,1,1,1,2007,65944,1,33668,35000,17500
94509,531210,2008,72,2,1.0,0,2,0,1,1,1,2008,30600,1,20000,20000,10000
94502,531390,2007,240,1,1.0,4,0,79897,1,0,1,2008,291000,0,0,291000,291000
92705,531311,2007,36,1,1.0,0,1,1,1,0,1,2007,25000,0,0,25000,12500
94551,531210,2008,66,1,2.0,0,0,0,1,1,1,2008,44665,1,28020,30000,15000
94703,531311,2008,110,1,1.0,0,1,0,1,2,1,2007,25000,1,24417,25000,21250
92804,531210,2007,36,3,1.0,0,0,1,1,0,1,2007,25000,0,0,25000,12500
92307,531390,2007,73,3,1.0,100,3,1,1,1,1,2007,90496,1,33050,50000,25000
90043,531312,2008,69,3,1.0,2,3,0,1,1,1,2008,101259,1,48978,50000,25000
90008,531210,2008,39,1,1.0,1,1,0,1,2,1,2007,15000,1,8909,15000,12750
95337,531190,2007,68,3,1.0,0,3,1,2,1,1,2007,29509,0,14659,15000,7500
95688,531210,2008,84,3,1.0,1,3,0,1,1,1,2007,30665,0,0,12700,6350
92870,531320,2008,58,3,1.0,0,3,0,1,1,1,2008,113622,1,49503,50000,25000
92069,531210,1999,300,8,1.0,0,8,1,0,0,1,1999,158500,0,0,158500,118875
92626,531210,2007,84,35,2.0,0,35,1,1,1,1,2007,24939,0,0,10000,5000
90069,531210,2007,84,3,1.0,0,3,1,1,1,1,2008,22500,0,0,15000,7500
92078,531210,2008,84,3,2.0,0,3,0,1,1,1,2009,20100,0,0,20000,10000
93012,531210,2007,43,3,1.0,2,3,1,1,1,1,2007,67455,1,24634,30000,15000
92801,532230,2007,240,3,1.0,1,0,1,1,0,1,2007,281000,0,0,281000,281000
95820,531311,2008,28,6,1.0,2,8,0,1,1,1,2007,28163,0,8702,20000,10000
94531,531210,2007,240,2,1.0,4,0,1,1,0,1,2007,268000,0,0,268000,268000
92624,532111,2007,60,2,1.0,0,2,1,1,0,1,2007,25000,0,0,25000,12500
94513,531210,2008,57,2,1.0,0,2,0,1,1,1,2008,66955,1,24780,30000,15000
93065,531210,1999,300,74,1.0,4,74,15710,0,0,1,1999,252200,0,0,252200,189150
93065,531210,1999,120,74,1.0,4,74,1,0,0,1,1999,100000,0,0,100000,75000
92653,531210,1999,300,67,1.0,0,67,1,0,0,1,1999,510800,0,0,510800,383100
91910,531390,2007,68,4,1.0,2,4,1,1,1,1,2007,116990,1,94617,100000,50000
91773,531210,2008,65,1,1.0,0,0,0,1,2,1,2007,35000,1,31159,35000,29750
94619,531210,2008,47,1,1.0,2,1,0,1,2,1,2008,25000,1,18075,25000,21250
95159,531311,2008,84,1,1.0,1,1,0,1,2,1,2007,5000,1,4023,5000,4250
91364,531210,2007,240,10,1.0,5,10,1,1,0,1,2007,1799000,0,0,1799000,1799000
95608,531210,2008,84,7,1.0,2,9,0,1,1,1,2009,46000,0,0,20000,10000
91730,531312,2008,53,22,1.0,0,22,0,1,1,1,2008,129020,1,49936,50000,25000
91978,532120,2007,48,1,2.0,0,1,1,1,0,1,2007,30000,0,0,30000,15000
93003,531312,2008,29,1,1.0,0,1,0,1,1,1,2008,29914,1,18094,20000,10000
92879,532230,2008,70,0,1.0,0,0,0,1,2,1,2008,25000,1,23372,25000,21250
92126,531210,2008,57,12,1.0,0,12,0,1,1,1,2008,128984,1,50000,50000,25000
92028,531210,2007,51,2,2.0,0,2,1,1,1,1,2007,24190,1,9231,10000,5000
92821,531210,2007,75,6,1.0,1,6,1,1,1,1,2007,79860,1,48660,50000,25000
92821,531210,2007,49,6,1.0,1,6,1,1,1,1,2007,50000,1,46622,50000,25000
90680,531210,2007,300,12,1.0,12,0,1,1,0,1,2007,1048000,0,0,1048000,786000
94065,531311,2008,39,6,1.0,0,6,0,1,1,1,2008,121526,1,47161,50000,25000
91011,531210,2008,84,2,2.0,1,2,0,1,1,1,2009,5600,0,0,5000,2500
90024,531311,2008,84,4,1.0,0,4,0,1,1,1,2008,30000,0,0,30000,15000
94124,532490,2008,60,2,1.0,0,2,0,1,1,1,2008,36034,0,0,22000,11000
95405,532230,1999,120,16,1.0,0,16,1,0,0,1,1999,307000,0,0,307000,230250
96080,531311,2008,54,2,1.0,0,2,0,1,2,1,2008,54312,1,20012,35000,17500
90254,532490,2007,84,4,2.0,1,4,1,1,1,1,2007,158144,0,0,50000,25000
93274,531210,2008,44,5,1.0,0,5,0,1,1,1,2008,114584,1,47529,50000,25000
92084,531210,1999,240,16,1.0,4,12,1,0,2,1,1999,452000,0,0,452000,452000
91040,531311,2007,84,1,1.0,4,1,1,1,1,1,2007,30000,0,0,30000,15000
92128,531210,2008,27,4,1.0,0,4,0,1,1,3,2008,35000,1,28672,35000,29750
90025,532420,1999,15,17,1.0,3,17,1,0,0,1,1999,750000,1,370178,750000,562500
94545,532111,1999,240,15,1.0,0,15,1,0,2,1,1999,501000,0,0,501000,501000
92563,531210,2007,72,2,1.0,0,2,1,1,1,1,2007,52776,1,29242,30000,15000
90255,531210,2007,264,25,1.0,5,20,1,1,0,1,2007,1596200,0,0,1596200,1197150
90048,532490,1999,120,12,1.0,0,12,1,0,0,1,1999,75000,0,0,75000,60000
91910,531390,2007,48,15,1.0,0,15,1,1,0,1,2007,25000,1,23333,25000,12500
92868,531210,2007,84,3,1.0,5,3,1,1,1,1,2007,40000,0,0,40000,20000
95825,531210,2008,72,1,1.0,0,1,0,1,2,1,2008,50000,1,47462,50000,25000
90041,531210,2008,84,8,1.0,0,8,0,1,2,1,2008,20000,0,0,20000,10000
90004,531311,2007,50,5,1.0,0,5,1,1,1,1,2007,42478,1,22863,30000,15000
92656,531390,2007,240,4,1.0,5,4,1,1,0,1,2008,268000,0,0,268000,268000
92009,532411,2007,84,1,1.0,0,1,1,1,1,1,2008,50000,0,0,50000,25000
92647,531210,2008,56,1,2.0,0,1,0,1,1,1,2008,23262,1,15000,15000,7500
92508,531320,2007,54,1,1.0,3,1,1,1,1,1,2007,40876,1,16343,19000,9500
